contract_id,registry_id,customer_name,customer_inn,customer_kpp,budget_level,budget_name,extra_budget_source,purchase_method,notice_number,supplier_selection_result_date,basis_document_details,contract_date,contract_number,contract_subject,contract_price,budget_code,kosgu,kvr,ikz,supplier_name,supplier_inn,supplier_kpp,last_update_datetime,contract_execution_date
3735,3054201541624000002,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДСКОГО ОКРУГА ""ГОРОД ДЕРБЕНТ"" ""ЦЕНТР РАЗВИТИЯ РЕБЕНКА ДЕТСКИЙ САД №11 ""ПЕТУШОК""",0542015416,054201001,,,Средства бюджетных учреждений,Электронный аукцион,0803600031824000111,2024-12-13,"Протокол подведения итогов определения поставщика (подрядчика, исполнителя) № ИЭА1 от 13.12.2024 00:00:00",2024-12-25,0803600031824000111,Поставка продуктов питания (Масло сливочное),420000.0,,,244,243054201541605420100100060010000244,ГУСЕЙНОВА АЛИСАРДАРОВНА ИНЖИРА,054206482597,,2025-06-27 23:48:00,2025-12-25
3736,3054201541624000003,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДСКОГО ОКРУГА ""ГОРОД ДЕРБЕНТ"" ""ЦЕНТР РАЗВИТИЯ РЕБЕНКА ДЕТСКИЙ САД №11 ""ПЕТУШОК""",0542015416,054201001,,,Средства бюджетных учреждений,Электронный аукцион,0803600031824000112,2024-12-13,"Протокол подведения итогов определения поставщика (подрядчика, исполнителя) № ИЭА1 от 13.12.2024 00:00:00",2024-12-25,0803600031824000112,Поставка продуктов питания (Молоко питьевое),175444.5,,,244,243054201541605420100100060020000244,ГУСЕЙНОВА АЛИСАРДАРОВНА ИНЖИРА,054206482597,,2025-06-01 23:54:00,2025-12-25
3737,3054201850524000023,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА"" ГОРОДСКОГО ОКРУГА ""ГОРОД ДЕРБЕНТ""",0542018505,054201001,Местный бюджет,"Бюджет Муниципального образования городской округ ""город Дербент"" Республики Дагестан",,Запрос котировок в электронной форме,0803600031824000147,2024-12-20,,2024-12-25,ЗК-24/001,"Научно-техническое сопровождение проектирования системы сейсмоизоляции на стадии проектной документации объекта: «Строительство центральной городской больница в г. Дербент, Республики Дагестан»",7500000.0,005-0901-4920982790-414,,414,243054201850505420100100180017112414,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР ""СТРОИТЕЛЬСТВО""",5042109739,504201001,2025-12-08 15:44:00,2024-12-28
3738,3054203616624000001,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД № 13 ""НЕЗАБУДКА""",0542036166,054201001,,,Средства бюджетных учреждений,Электронный аукцион,0803600031824000113,2024-12-13,"Протокол подведения итогов определения поставщика (подрядчика, исполнителя) № ИЭА1 от 13.12.2024 00:00:00",2024-12-25,0803600031824000113,Поставка продуктов питания (Мясо кур),374617.5,,,244,243054203616605420100100030011012244,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""М-ПРОДУКТ""",0506009745,057101001,2025-09-12 16:48:00,2025-12-25
3739,3055200177224000011,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""КУМТОРКАЛИНСКОЕ УПРАВЛЕНИЕ ОБРАЗОВАНИЯ""",0552001772,055201001,Местный бюджет,"Бюджет Муниципального Образования ""Кумторкалинский район"" Республики Дагестан",,"Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ",0303300027324000010,2024-12-20,Протокол подведения итогов определения поставщика № ИЗТ1 от 20.12.2024 00:00:00,2024-12-25,0303300027324000010,Доска магнитно-меловая,444045.8,019-0702-1940200592-244,,244,243055200177205520100100030110000244,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИВТ""",0541026800,057201001,2024-12-28 10:57:00,2024-12-31
3740,3056003002224000143,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ДЕПАРТАМЕНТ СОЦИАЛЬНОГО ПИТАНИЯ ГОРОДА МАХАЧКАЛЫ""",0560030022,057201001,Местный бюджет,"Бюджет Муниципального Образования городской округ ""город Махачкала""",,"Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ",0303300127224000079,2024-12-20,Протокол подведения итогов определения поставщика № ИЗТ1 от 20.12.2024 00:00:00,2024-12-25,35.1293-24М,Говядина охлажденная,808500.0,027-0701-П100042099-244,,244,243056003002205720100100011000000000,ГАДЖИЕВ КУРБАНАЛИЕВИЧ АБАКАР,050300261968,,2024-12-28 19:05:00,2024-12-31
3741,3056003464424000003,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 42 ИМЕНИ НУРМАГОМЕДА ГАДЖИМАГОМЕДОВА""",0560034644,057301001,,,Средства бюджетных учреждений,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-12-25,129/24-ТС/3,Подача тепловой энергии,813047.8,,,247,243056003464405730100100010023530247,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЕДИНЫЙ ОПЕРАТОР РЕСПУБЛИКИ ДАГЕСТАН В СФЕРЕ ВОДОСНАБЖЕНИЯ И ВОДООТВЕДЕНИЯ""",0554008950,055401001,2024-12-27 17:38:00,2024-12-31
3742,3056105400124000042,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""МНОГОПРОФИЛЬНАЯ ГИМНАЗИЯ №56 ИМЕНИ МИРЗАБЕКОВА А.М.""",0561054001,057101001,,,Средства бюджетных учреждений,"Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ",0303300068524000042,2024-12-20,Протокол подведения итогов определения поставщика № ИЗТ1 от 20.12.2024 00:00:00,2024-12-25,0042_2024,Стол ученический,240000.0,,,244,243056105400105710100100090010000244,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МК ДЕКСТЕР""",0531007460,057201001,2025-01-14 11:14:00,2024-12-31
3743,3056105400124000043,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""МНОГОПРОФИЛЬНАЯ ГИМНАЗИЯ №56 ИМЕНИ МИРЗАБЕКОВА А.М.""",0561054001,057101001,,,Средства бюджетных учреждений,"Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ",0303300068524000043,2024-12-20,Протокол подведения итогов определения поставщика № ИЗТ1 от 20.12.2024 00:00:00,2024-12-25,0043_2024,Стул ученический,240000.0,,,244,243056105400105710100100090020000244,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МК ДЕКСТЕР""",0531007460,057201001,2025-01-14 11:14:00,2024-12-31
3744,3057202847624000005,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ДИРЕКЦИЯ ПАРКОВ И СКВЕРОВ"" Г. МАХАЧКАЛЫ""",0572028476,057201001,,,Средства бюджетных учреждений,"Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ",0303600010624000001,2024-12-22,,2024-12-25,1-24,Трансивер,38000.0,,,244,243057202847605720100100060010000244,АСЛАНОВА ИГРАМЕДИНОВНА ГЮЗЕЛЬ,055401240882,,2025-01-13 19:39:00,2024-12-29
3745,3057202847624000006,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ДИРЕКЦИЯ ПАРКОВ И СКВЕРОВ"" Г. МАХАЧКАЛЫ""",0572028476,057201001,,,Средства бюджетных учреждений,"Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ",0303600010624000002,2024-12-22,,2024-12-25,2-24,Изделия крепежные и винты крепежные,16000.0,,,244,243057202847605720100100060020000244,АСЛАНОВА ИГРАМЕДИНОВНА ГЮЗЕЛЬ,055401240882,,2025-01-13 19:41:00,2024-12-27
3746,3057202847624000007,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ДИРЕКЦИЯ ПАРКОВ И СКВЕРОВ"" Г. МАХАЧКАЛЫ""",0572028476,057201001,,,Средства бюджетных учреждений,"Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ",0303600010624000003,2024-12-22,,2024-12-25,3-24,Трансивер,40000.0,,,244,243057202847605720100100060030000244,АСЛАНОВА ИГРАМЕДИНОВНА ГЮЗЕЛЬ,055401240882,,2025-01-13 19:46:00,2024-12-27
3747,3057202847624000008,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ДИРЕКЦИЯ ПАРКОВ И СКВЕРОВ"" Г. МАХАЧКАЛЫ""",0572028476,057201001,,,Средства бюджетных учреждений,"Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ",0303600010624000004,2024-12-22,,2024-12-25,4-24,Кабель оптический,50000.0,,,244,243057202847605720100100060040000244,АСЛАНОВА ИГРАМЕДИНОВНА ГЮЗЕЛЬ,055401240882,,2025-01-13 19:37:00,2024-12-27
3748,3057202847624000009,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ДИРЕКЦИЯ ПАРКОВ И СКВЕРОВ"" Г. МАХАЧКАЛЫ""",0572028476,057201001,,,Средства бюджетных учреждений,"Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ",0303600010624000005,2024-12-22,,2024-12-25,5-24,Шкаф телекоммуникационный,95000.0,,,244,243057202847605720100100060050000244,АСЛАНОВА ИГРАМЕДИНОВНА ГЮЗЕЛЬ,055401240882,,2025-01-13 19:38:00,2024-12-27
3749,3057202847624000010,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ДИРЕКЦИЯ ПАРКОВ И СКВЕРОВ"" Г. МАХАЧКАЛЫ""",0572028476,057201001,,,Средства бюджетных учреждений,"Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ",0303600010624000006,2024-12-22,,2024-12-25,6-24,Коробка пластмассовая,11000.0,,,244,243057202847605720100100060060000244,АСЛАНОВА ИГРАМЕДИНОВНА ГЮЗЕЛЬ,055401240882,,2025-01-13 19:47:00,2024-12-27
3750,3057202847624000011,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ДИРЕКЦИЯ ПАРКОВ И СКВЕРОВ"" Г. МАХАЧКАЛЫ""",0572028476,057201001,,,Средства бюджетных учреждений,"Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ",0303600010624000007,2024-12-22,,2024-12-25,7-24,Провода и кабели электронные и электрические прочие,112500.0,,,244,243057202847605720100100060070000244,АСЛАНОВА ИГРАМЕДИНОВНА ГЮЗЕЛЬ,055401240882,,2025-01-13 19:43:00,2024-12-27
3751,3057202847624000012,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ДИРЕКЦИЯ ПАРКОВ И СКВЕРОВ"" Г. МАХАЧКАЛЫ""",0572028476,057201001,,,Средства бюджетных учреждений,"Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ",0303600010624000008,2024-12-22,,2024-12-25,8-24,Маршрутизатор,22000.0,,,244,243057202847605720100100060080000244,АСЛАНОВА ИГРАМЕДИНОВНА ГЮЗЕЛЬ,055401240882,,2025-01-13 19:46:00,2024-12-27
3752,3057202847624000014,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ДИРЕКЦИЯ ПАРКОВ И СКВЕРОВ"" Г. МАХАЧКАЛЫ""",0572028476,057201001,,,Средства бюджетных учреждений,"Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ",0303600010624000011,2024-12-22,,2024-12-25,11-24,Коммутатор,13200.0,,,244,243057202847605720100100060110000244,АСЛАНОВА ИГРАМЕДИНОВНА ГЮЗЕЛЬ,055401240882,,2025-01-13 19:44:00,2024-12-27
3753,3057202847624000015,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ДИРЕКЦИЯ ПАРКОВ И СКВЕРОВ"" Г. МАХАЧКАЛЫ""",0572028476,057201001,,,Средства бюджетных учреждений,"Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ",0303600010624000012,2024-12-22,Протокол подведения итогов определения поставщика № ИЗТ1 от 22.12.2024 00:00:00,2024-12-25,12-24,Накопитель данных внутренний,146300.0,,,244,243057202847605720100100060120000244,АСЛАНОВА ИГРАМЕДИНОВНА ГЮЗЕЛЬ,055401240882,,2025-01-13 19:45:00,2024-12-27
3754,3057202847624000016,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ДИРЕКЦИЯ ПАРКОВ И СКВЕРОВ"" Г. МАХАЧКАЛЫ""",0572028476,057201001,,,Средства бюджетных учреждений,"Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ",0303600010624000013,2024-12-22,Протокол подведения итогов определения поставщика № ИЗТ1 от 22.12.2024 00:00:00,2024-12-25,13-24,Аппаратура для записи и воспроизведения звука и изображения,39600.0,,,244,243057202847605720100100060130000244,АСЛАНОВА ИГРАМЕДИНОВНА ГЮЗЕЛЬ,055401240882,,2025-01-13 19:38:00,2024-12-27
3755,3057202847624000017,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ДИРЕКЦИЯ ПАРКОВ И СКВЕРОВ"" Г. МАХАЧКАЛЫ""",0572028476,057201001,,,Средства бюджетных учреждений,"Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ",0303600010624000015,2024-12-22,Протокол подведения итогов определения поставщика № ИЗТ1 от 22.12.2024 00:00:00,2024-12-25,15-24,Камера видеонаблюдения,522500.0,,,244,243057202847605720100100060150000244,АСЛАНОВА ИГРАМЕДИНОВНА ГЮЗЕЛЬ,055401240882,,2025-01-13 19:43:00,2024-12-27
3756,3057202847624000018,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ДИРЕКЦИЯ ПАРКОВ И СКВЕРОВ"" Г. МАХАЧКАЛЫ""",0572028476,057201001,,,Средства бюджетных учреждений,"Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ",0303600010624000016,2024-12-22,Протокол подведения итогов определения поставщика № ИЗТ1 от 22.12.2024 00:00:00,2024-12-25,10-24,Коммутатор,22000.0,,,244,243057202847605720100100060160000244,АСЛАНОВА ИГРАМЕДИНОВНА ГЮЗЕЛЬ,055401240882,,2025-01-13 19:41:00,2024-12-27
3757,3051200870024000024,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО РАЙОНА ""ДЕРБЕНТСКИЙ РАЙОН"" РЕСПУБЛИКИ ДАГЕСТАН",0512008700,051201001,Местный бюджет,"Бюджет Муниципального района ""Дербентский район"" Республики Дагестан",,"Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ",0803300226124000089,2024-12-23,Протокол подведения итогов определения поставщика № ИЗТ1 от 23.12.2024 00:00:00,2024-12-26,089/24,Картридж для электрографических печатающих устройств,73920.0,001-0104-8830020340-242,,242,243051200870005120100100620080000242,ТАГИРОВА КАСУМХАНОВНА ФАТИМАТ,051900122196,,2024-12-29 11:14:00,2024-12-30
3758,3051700603024000016,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ХОЗЯЙСТВЕННО-ЭКСПЛУАТАЦИОННЫЙ ЦЕНТР"" МУНИЦИПАЛЬНОГО РАЙОНА ""КИЗЛЯРСКИЙ РАЙОН"" РЕСПУБЛИКИ ДАГЕСТАН",0517006030,051701001,,,Средства бюджетных учреждений,Электронный аукцион,0303600011324000010,2024-12-15,"Протокол подведения итогов определения поставщика (подрядчика, исполнителя) № ИЭА1 от 15.12.2024 00:00:00",2024-12-26,10/24,Приобретение инвентаря для парка,44250.0,,,244,243051700603005170100100440050000244,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАВКАЗ-СТРОЙ""",0508015110,050801001,2024-12-27 15:02:00,2024-12-28
3759,3054201515924000004,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДСКОГО ОКРУГА ""ГОРОД ДЕРБЕНТ"" ДЕТСКИЙ САД №21 ""АЛЕНЬКИЙ ЦВЕТОЧЕК""",0542015159,054201001,,,Средства бюджетных учреждений,Электронный аукцион,0803600031824000125,2024-12-13,"Протокол подведения итогов определения поставщика (подрядчика, исполнителя) № ИЭА1 от 13.12.2024 00:00:00",2024-12-26,0803600031824000125,"Мясо кур, в том числе цыплят (включая цыплят-бройлеров) замороженное",288420.0,,,244,243054201515905420100100070021012244,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАГ""",0512008651,051201001,2025-10-07 11:04:00,2025-12-31
3760,3054602800724000001,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ЗЕМЕЛЬНО-ИМУЩЕСТВЕННЫХ ОТНОШЕНИЙ""",0546028007,054601001,Местный бюджет,"Бюджет Муниципального Образования ""Город Кизилюрт"" Республики Дагестан",,"Закупка у единственного поставщика (подрядчика, исполнителя)",,,,2024-12-26,1,приобретение жилого помещения (квартиры) для переселения граждан из аварийного жилья,2614670.5,001-0501-162F367483-412,,412,243054602800705460100100020034120414,Шамилова Гаджиевна Наида,051600148757,,2024-12-27 18:07:00,2024-12-31
3761,3056104195824000005,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №10""",0561041958,057101001,,,Средства бюджетных учреждений,"Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ",0303300030324000002,2024-12-23,Протокол подведения итогов определения поставщика № ИЗТ1 от 23.12.2024 00:00:00,2024-12-26,0303300030324000002,Творог,212000.0,,,244,243056104195805710100100050020000244,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РАССВЕТ""",0536015182,050201001,2025-07-01 19:07:00,2025-12-31
3762,3056104195824000006,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №10""",0561041958,057101001,,,Средства бюджетных учреждений,"Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ",0303300030324000003,2024-12-23,Протокол подведения итогов определения поставщика № ИЗТ1 от 23.12.2024 00:00:00,2024-12-26,0303300030324000003,Масло сливочное,424600.0,,,244,243056104195805710100100050030000244,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РАССВЕТ""",0536015182,050201001,2025-04-28 18:07:00,2025-12-31
3763,3057202847624000013,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ДИРЕКЦИЯ ПАРКОВ И СКВЕРОВ"" Г. МАХАЧКАЛЫ""",0572028476,057201001,,,Средства бюджетных учреждений,"Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ",0303600010624000009,2024-12-23,,2024-12-26,9-24,Источник бесперебойного питания,160000.0,,,244,243057202847605720100100060090000244,АСЛАНОВА ИГРАМЕДИНОВНА ГЮЗЕЛЬ,055401240882,,2025-01-13 19:42:00,2024-12-27
3764,3057202847624000019,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ДИРЕКЦИЯ ПАРКОВ И СКВЕРОВ"" Г. МАХАЧКАЛЫ""",0572028476,057201001,,,Средства бюджетных учреждений,"Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ",0303600010624000017,2024-12-23,Протокол подведения итогов определения поставщика № ИЗТ1 от 23.12.2024 00:00:00,2024-12-26,14-24,Аппаратура для записи и воспроизведения звука и изображения,33000.0,,,244,243057202847605720100100060170000244,АСЛАНОВА ИГРАМЕДИНОВНА ГЮЗЕЛЬ,055401240882,,2025-01-13 19:40:00,2024-12-27
3765,3057301805424000008,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ОРГАНИЗАЦИИ ДОРОЖНОГО ДВИЖЕНИЯ""",0573018054,057301001,,,Средства бюджетных учреждений,"Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ",0303600016324000009,2024-12-23,,2024-12-26,0303600016324000009,Знак дорожный,268446.74,,,244,243057301805405730100100030100000244,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦТЕХНОСТРОЙ""",0546026320,054601001,2024-12-29 14:46:00,2025-01-05
3766,3057301805424000009,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ОРГАНИЗАЦИИ ДОРОЖНОГО ДВИЖЕНИЯ""",0573018054,057301001,,,Средства бюджетных учреждений,"Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ",0303600016324000010,2024-12-23,,2024-12-26,0303600016324000010,Светофор дорожный,1887633.44,,,244,243057301805405730100100030110000244,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦТЕХНОСТРОЙ""",0546026320,054601001,2024-12-29 14:48:00,2025-01-05
3767,3050000091524000002,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДСКОГО ОКРУГА ""ГОРОД КАСПИЙСК"" РЕСПУБЛИКИ ДАГЕСТАН ""МНОГОПРОФИЛЬНАЯ ГИМНАЗИЯ № 16"" ИМЕНИ ГЕРОЯ РОССИЙСКОЙ ФЕДЕРАЦИИ МАГОМЕДЖАНОВА МАГОМЕДАЛИ КАМИЛЬЕВИЧА",0500000915,050001001,,,Средства бюджетных учреждений,"Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ",0103300002724000038,2024-12-24,Протокол подведения итогов определения поставщика № ИЗТ1 от 24.12.2024 00:00:00,2024-12-27,2412,Установка электрогенераторная,4720000.0,,,244,243050000091505000100100040020000244,ЮСУПОВ ИБРАГИМОВИЧ МАГОМЕД,056202074914,,2025-01-13 10:33:00,2024-12-31
3768,3052201229424000020,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА""",0522012294,052201001,Местный бюджет,"БЮДЖЕТ МУНИЦИПАЛЬНОГО РАЙОНА ""КАРАБУДАХКЕНТСКИЙ РАЙОН""",,Электронный аукцион,0103300020424000017,2024-12-16,,2024-12-27,0103300020424000017,Приобретение железобетонных опор для с.Параул,225000.0,133-0502-9990005000-244,,244,243052201229405220100100340012511244,АЛИЕВ АРСАНОВИЧ АСХАБ,052208715701,,2025-08-15 13:43:00,2025-02-28
3769,3053700253124000012,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО РАЙОНА ""ЦУМАДИНСКИЙ РАЙОН"" РЕСПУБЛИКИ ДАГЕСТАН",0537002531,053701001,Местный бюджет,"Бюджет Муниципального Образования ""Цумадинский район"" Республики Дагестан",,"Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ",0103300000424000017,2024-12-24,Протокол подведения итогов определения поставщика № ИЗТ1 от 24.12.2024 00:00:00,2024-12-27,11/24,Системный блок,151200.0,001-0104-9900010040-244,,244,243053700253105370100100190020000244,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТК ЮНИОН""",0571011487,057101001,2024-12-29 19:10:00,2024-12-31
3770,3053700253124000013,"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО РАЙОНА ""ЦУМАДИНСКИЙ РАЙОН"" РЕСПУБЛИКИ ДАГЕСТАН",0537002531,053701001,Местный бюджет,"Бюджет Муниципального Образования ""Цумадинский район"" Республики Дагестан",,"Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ",0103300000424000019,2024-12-24,,2024-12-27,12/24,Программное средство антивирусной защиты,58500.0,001-0104-9900010040-244,,244,243053700253105370100100170020000244,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТК ЮНИОН""",0571011487,057101001,2024-12-29 19:11:00,2024-12-31
3771,3054200935624000005,"АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА ""ГОРОД ДЕРБЕНТ""",0542009356,054201001,Местный бюджет,"Бюджет Муниципального образования городской округ ""город Дербент"" Республики Дагестан",,"Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ",0303300078224000002,2024-12-24,Протокол подведения итогов определения поставщика № ИЗТ1 от 24.12.2024 00:00:00,2024-12-27,0303300078224000002,Ноутбук,64900.0,001-0709-1940977720-244,,244,243054200935605420100100140050000244,АЙДЕМИРОВ МАГАМЕДРАСУЛОВИЧ ИСМИ,263622868120,,2025-07-09 16:56:00,2024-12-28
